response_id	prompt_id	model_name	document_id	author	title	publication_date	document_length	keep_fine_tuning	gt_period	pred_period	score_period_string	gt_timeframe	pred_timeframe	score_period_timeframe	gt_period_reason	pred_period_reasoning	gt_preferred_location	gt_accepted_locations	pred_location	score_location_string	gt_preferred_location_QID	gt_acceptable_location_QIDs	pred_location_qid	score_location_qid	gt_location_reason	pred_location_reasoning
bpt6k10901623$prompt-excerpt.txt$openai:gpt-4o	prompt-excerpt.txt	openai:gpt-4o	bpt6k10901623	Boisrobert, François de	Théodore, Reyne de Hongrie, tragi-comédie	1658	80779	True	Middle Ages	Middle Ages		1444, 1444	0400, 1500		- Mentions the Battle of Varna (Varne) - Mentions King Władysław (Ladislas), possibly Władysław III of Poland	The play is set in Hungary, and the title refers to a queen, suggesting a monarchical system. The Middle Ages were characterized by such systems in Europe, and the reference to a 'Reyne' (queen) aligns with this period.	Székesfehérvár	Székesfehérvár | Albe royale | Alba Regia | Hungary	Hungary		Q130212	Q130212 | Q28	Q28		- name of the town: Albe royale - King and queen of Hungary	The title of the play explicitly mentions 'Reyne de Hongrie', indicating that the setting is in Hungary.
bpt6k1090242p$prompt-summary.txt$deepseek:deepseek-reasoner	prompt-summary.txt	deepseek:deepseek-reasoner	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	1st century CE		79, 81	70, 81		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play references Titus, a Roman emperor (79–81 CE), and Berenice, a historical figure linked to the Flavian dynasty. These figures suggest a Roman Imperial setting.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	Rome is listed among the top places, and Titus's historical context as a Roman emperor strongly indicates Rome as the primary geopolitical setting. References to Carthage and France are likely peripheral or metaphorical.
bpt6k1090242p$prompt-excerpt.txt$deepseek:deepseek-reasoner	prompt-excerpt.txt	deepseek:deepseek-reasoner	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Roman Empire (Flavian dynasty)		79, 81	70, 80		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play references Titus (Roman Emperor) and Berenice, a historical figure from the 1st century CE. The excerpt mentions Enée (Aeneas) and Didon (Dido), tying it to Roman mythological/historical themes. The title and context suggest it critiques works like Racine's 'Bérénice' (1671), which is set in ancient Rome.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	Titus was a Roman Emperor, and the Berenice narratives (referenced in the title) are historically associated with Rome. The mention of Aeneas and Dido further anchors the setting to Roman mythology/history.
bpt6k1090242p$prompt-excerpt.txt$openai:o1-mini	prompt-excerpt.txt	openai:o1-mini	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Ancient Rome		79, 81	-753, 476		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play references mythological characters such as Enée (Aeneas) and Didon (Dido), which are associated with ancient Roman mythology, indicating that the action is set during the period of Ancient Rome.	Mount Parnassus	Mount Parnassus | Greece	Ancient Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	The characters and mythological references (Enée, Didon, Berenice) suggest that the play's action takes place in Ancient Rome.
bpt6k1090242p$prompt-excerpt.txt$openai:gpt-4o	prompt-excerpt.txt	openai:gpt-4o	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Ancient Rome		79, 81	0001, 0100		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play's title 'Tite et Titus' and the mention of 'Berenice' suggest a connection to the historical figures Titus and Berenice from the Roman Empire. Titus was a Roman Emperor in the 1st century CE, and Berenice was a queen of Judea who had a well-known romantic involvement with him.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	The reference to Titus, a Roman Emperor, indicates that the setting is likely in Rome, where he ruled. The historical context of Titus and Berenice's relationship further supports this location.
bpt6k1090242p$prompt-metadata.txt$openai:gpt-4o	prompt-metadata.txt	openai:gpt-4o	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Ancient Rome		79, 81	0001, 0100		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The title 'Tite et Titus' suggests a connection to the Roman figures Titus Tatius or Emperor Titus. Given the context of a critique on Berenices, it likely refers to the Roman Emperor Titus and his relationship with Berenice of Cilicia, which places the setting in the 1st century CE.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	The play's title and the historical figures involved suggest that the setting is in Rome, as Titus was a Roman Emperor and his interactions with Berenice are historically associated with Rome.
bpt6k1090242p$prompt-metadata.txt$deepseek:deepseek-reasoner	prompt-metadata.txt	deepseek:deepseek-reasoner	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Roman Empire		79, 81	70, 100		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The title references Titus (Roman Emperor 79-81 CE) and Berenice (a historical Jewish queen linked to Titus), suggesting a 1st-century Roman Imperial context.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	The Roman emperors Titus and Vespasian (implied by 'Tite', French for Titus) were based in Rome, and the play's critique likely mirrors classical Roman settings common in 17th-century French drama.
bpt6k1090242p$prompt-metadata.txt$openai:o1-mini	prompt-metadata.txt	openai:o1-mini	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Roman Empire		79, 81	79, 81		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play references historical figures Titus and Berenice, who were prominent during the Roman Empire in the late 1st century CE.	Mount Parnassus	Mount Parnassus | Greece	Alexandria		Q105261	Q105261 | Q41	Q411		- Mount Parnassus is mentioned as the setting	Berenice was the queen of Alexandria, and the play discusses her relationship with Titus, indicating the setting is Alexandria during the Roman Empire.
bpt6k1090242p$prompt-summary.txt$openai:o1-mini	prompt-summary.txt	openai:o1-mini	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Classical Antiquity		79, 81	-500, 500		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play references ancient figures and places such as Titus, Berenice, Apollon, Rome, Carthage, and Parnasse, which are indicative of the Classical Antiquity period.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	Rome is prominently mentioned among the top places, and the characters and context suggest a setting within the Roman Empire.
bpt6k1090242p$prompt-metadata.txt$anthropic:claude-3-7-sonnet-20250219	prompt-metadata.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Roman Empire		79, 81	0079, 0081		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play is titled 'Tite et Titus', and 'Tite' likely refers to Emperor Titus Flavius Vespasianus (commonly known as Titus), who ruled the Roman Empire from 79 to 81 CE. The mention of 'Berenices' in the subtitle is likely referring to Berenice of Cilicia, a Jewish client queen who had a relationship with Titus before he became emperor. This is a known historical relationship that was the subject of Racine's tragedy 'Bérénice' (1670) and Corneille's 'Tite et Bérénice' (1670). Given that this 1673 play seems to be a critique or commentary on those works, it would be set during Titus's lifetime.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	Since the play appears to be about Emperor Titus (based on the title 'Tite et Titus'), and given that it's likely referencing the relationship between Titus and Berenice which was famously the subject of Racine's tragedy, the setting would most likely be Rome, the capital of the Roman Empire where Titus ruled as emperor.
bpt6k1090242p$prompt-excerpt.txt$anthropic:claude-3-7-sonnet-20250219	prompt-excerpt.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Ancient Rome		79, 81	-100, 100		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The title 'Tite et Titus' suggests Roman characters, specifically referencing Titus, who was a Roman emperor. Additionally, the excerpt mentions 'Enée' (Aeneas) and 'Didon' (Dido), which are characters from Roman mythology/history (from Virgil's Aeneid). These references strongly point to a Roman setting.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	Given the reference to Roman characters like Titus in the title, and the allusion to Roman mythology with Aeneas and Dido in the excerpt, the setting is very likely Rome. The play appears to be adapting or referencing Roman history, specifically around the time of Emperor Titus who ruled in the 1st century CE.
bpt6k1090242p$prompt-summary.txt$anthropic:claude-3-7-sonnet-20250219	prompt-summary.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Ancient Rome, First Century		79, 81	79, 81		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play appears to be about the Roman Emperor Titus (or Tite in French) who ruled from 79-81 CE. The characters include Titus, Berenice (likely referring to Berenice of Cilicia, a Jewish queen who had a relationship with Titus), and references to Rome. The play seems to be a 17th century French adaptation of this historical relationship.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	Rome is mentioned as one of the top places in the text. Moreover, since the play centers around Titus, who was a Roman Emperor, the setting is likely Rome. The characters and plot clearly indicate a Roman setting, with the frame possibly being Mount Parnassus (mentioned most frequently) as a literary device where discussions about the main story take place.
bpt6k1090242p$prompt-summary.txt$openai:gpt-4o	prompt-summary.txt	openai:gpt-4o	bpt6k1090242p		Tite et Titus, ou Critique sur les Berenices, comédie	1673	58275	True	Ancient Rome	Ancient Rome		79, 81	0001, 0200		- Historical character: emperor Titus Caesar Vespasianus - Date of his reign	The play mentions characters such as Titus and Berenice, who are associated with Ancient Rome. Titus Flavius Vespasianus was a Roman emperor, and Berenice was a Jewish queen who had a relationship with him. These references suggest the setting is during the Roman Empire.	Mount Parnassus	Mount Parnassus | Greece	Rome		Q105261	Q105261 | Q41	Q220		- Mount Parnassus is mentioned as the setting	The play frequently mentions Rome and characters associated with the Roman Empire, indicating that the action likely takes place in Rome.
bpt6k852913n$prompt-summary.txt$anthropic:claude-3-7-sonnet-20250219	prompt-summary.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th Century France		1600, 1678	1650, 1700		- This is a comedy - Name of the characters - Publication date	The play was published in 1678 (from metadata) and appears to be set in contemporary times. The language, character names (Philandre, Ormin, Crispin), and social contexts (discussions of marriage arrangements, mentions of Commis/officials) align with 17th century French society. The play's style as a comédie matches the theatrical traditions of that period.	Châlons-en-Champagne	Châlons-en-Champagne | France	Senlis, France		Q47135	Q47135 | Q142	Q154689		- Châlons-en-Champagne is mentioned as the setting	Senlis is explicitly mentioned twice in the related sentences as a location characters come from or have visited. It is the most frequently mentioned place in the 'top_places' list. Other French locations mentioned include Paris, Luxembourg, and Chalons en Champagne, but Senlis appears to be the primary setting based on the frequency and context of mentions.
bpt6k852913n$prompt-summary.txt$openai:gpt-4o	prompt-summary.txt	openai:gpt-4o	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century		1600, 1678	1600, 1699		- This is a comedy - Name of the characters - Publication date	The play was published in 1678, and the language, style, and societal references suggest it is set in the same century. The mention of characters and societal roles like 'Maître' and 'ambassadeur' align with the societal structure of 17th-century France.	Châlons-en-Champagne	Châlons-en-Champagne | France	France		Q47135	Q47135 | Q142	Q142		- Châlons-en-Champagne is mentioned as the setting	The play mentions places such as Senlis, Paris, and Luxembourg, which are located in France. The presence of French names and the use of French language further support that the play is set in France.
bpt6k852913n$prompt-metadata.txt$openai:o1-mini	prompt-metadata.txt	openai:o1-mini	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern			1600, 1678	None, None		- This is a comedy - Name of the characters - Publication date	The provided information does not contain sufficient details to determine the historical period of the play's setting.	Châlons-en-Champagne	Châlons-en-Champagne | France			Q47135	Q47135 | Q142			- Châlons-en-Champagne is mentioned as the setting	The provided information does not contain sufficient details to determine the geographic location of the play's setting.
bpt6k852913n$prompt-excerpt.txt$anthropic:claude-3-7-sonnet-20250219	prompt-excerpt.txt	anthropic:claude-3-7-sonnet-20250219	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	Ancient Greece		1600, 1678	-500, -300		- This is a comedy - Name of the characters - Publication date	The names of the characters in the excerpt (Phidadre/Philandre, Ialemon/Polemon) suggest Greek origins. These Greek-sounding names combined with the reference to 'Art' that can foretell 'things to come' suggests a setting in ancient Greece where divination and prophecy were common practices. The theatrical form being a 'comédie' from 17th century France often drew inspiration from classical settings.	Châlons-en-Champagne	Châlons-en-Champagne | France	Greece		Q47135	Q47135 | Q142	Q41		- Châlons-en-Champagne is mentioned as the setting	The Greek character names (Phidadre/Philandre and Ialemon/Polemon) strongly suggest a Greek setting. Additionally, the reference to a 'point nécromancien' (necromancer's point) in the title and the discussion about an 'Art' that knows 'things to come' aligns with ancient Greek practices of divination and prophecy. French neoclassical theater of the 17th century commonly set plays in ancient Greece.
bpt6k852913n$prompt-metadata.txt$deepseek:deepseek-reasoner	prompt-metadata.txt	deepseek:deepseek-reasoner	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century France		1600, 1678	1601, 1700		- This is a comedy - Name of the characters - Publication date	The play was written and published in 1678 by a French author, and 17th-century French theater often reflected contemporary settings unless explicitly historical/mythological. The title does not suggest a specific alternative period.	Châlons-en-Champagne	Châlons-en-Champagne | France	France		Q47135	Q47135 | Q142	Q142		- Châlons-en-Champagne is mentioned as the setting	The play is written in French by an author with a French-sounding name ('Néel') and published in France. 17th-century French plays typically defaulted to French settings unless otherwise specified.
bpt6k852913n$prompt-summary.txt$deepseek:deepseek-reasoner	prompt-summary.txt	deepseek:deepseek-reasoner	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century France		1600, 1678	1601, 1700		- This is a comedy - Name of the characters - Publication date	The play was published in 1678 by a French author, and mentions locations like Luxembourg and Paris (Tuileries), which were prominent in the 17th century. The dialogue style and character names (e.g., Crispin, Philandre) align with French comedic traditions of the era, particularly under Louis XIV's reign.	Châlons-en-Champagne	Châlons-en-Champagne | France	Senlis		Q47135	Q47135 | Q142	Q21187		- Châlons-en-Champagne is mentioned as the setting	Senlis is the top-mentioned place (frequency: 2), referenced in sentences involving travel and marriage plans. Other locations like Paris and Luxembourg are mentioned but less centrally. Senlis was a historic town in northern France during this period.
bpt6k852913n$prompt-excerpt.txt$deepseek:deepseek-reasoner	prompt-excerpt.txt	deepseek:deepseek-reasoner	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	Early Modern France		1600, 1678	1600, 1700		- This is a comedy - Name of the characters - Publication date	The play was written in 1678 (17th century) by a French author, and French comedies of this era often reflected contemporary society or used timeless settings without explicit historical markers. The excerpt lacks specific historical references but uses French names and classical dialogue structures typical of 17th-century French theater.	Châlons-en-Champagne	Châlons-en-Champagne | France	France		Q47135	Q47135 | Q142	Q142		- Châlons-en-Champagne is mentioned as the setting	The play is written in French by a French author (M. Néel) with a French title, and 17th-century French theater typically centered on domestic settings unless otherwise specified. No geographic clues in the excerpt contradict this assumption.
bpt6k852913n$prompt-excerpt.txt$openai:o1-mini	prompt-excerpt.txt	openai:o1-mini	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century		1600, 1678	1600, 1700		- This is a comedy - Name of the characters - Publication date	The play was published in 1678, indicating that its setting is likely contemporary to the author's time in the 17th century.	Châlons-en-Champagne	Châlons-en-Champagne | France	France		Q47135	Q47135 | Q142	Q142		- Châlons-en-Champagne is mentioned as the setting	The play is written in French by a French author, suggesting that the setting is in France.
bpt6k852913n$prompt-excerpt.txt$openai:gpt-4o	prompt-excerpt.txt	openai:gpt-4o	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century		1600, 1678	1600, 1699		- This is a comedy - Name of the characters - Publication date	The play was published in 1678, and the language and style are consistent with 17th-century French theatre. The use of characters with names like 'Philandre' and 'Polemon' suggests a setting typical of classical or early modern European plays.	Châlons-en-Champagne	Châlons-en-Champagne | France	France		Q47135	Q47135 | Q142	Q142		- Châlons-en-Champagne is mentioned as the setting	The play is written in French and was published in 1678, a time when French theatre was prominent. The names of the characters and the style are consistent with French comedies of the 17th century.
bpt6k852913n$prompt-summary.txt$openai:o1-mini	prompt-summary.txt	openai:o1-mini	bpt6k852913n	Néel	L'illusion grotesque ou le point nécromancien, comédie / par M. Néel...	1678	39981	True	Early modern	17th century		1600, 1678	1601, 1700		- This is a comedy - Name of the characters - Publication date	The play was written and published in 1678, and there is no information indicating a different historical period.	Châlons-en-Champagne	Châlons-en-Champagne | France	Senlis, France		Q47135	Q47135 | Q142	Q8333		- Châlons-en-Champagne is mentioned as the setting	Senlis is the top mentioned place with a frequency of 2 and is explicitly referenced in related sentences, indicating that the action takes place there.
